target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
plastic,0.265,30,2.34,3.3,632500000000000000000,78000000000000,5.5
plastic,0.629,187,2.406,3.3,104300000000000000000,12870000000000,6.8
plastic,0.871,30,2.405,3.3,650000000000000000000,80160000000000,4.8
plastic,0.257,30,2.312,3.3,624800000000000000000,77050000000000,4.0
plastic,0.524,30,2.414,3.3,652400000000000000000,80460000000000,6.2
plastic,0.445,279,1.589,3.3,46170000000000000000,5695000000000,4.8
plastic,0.79,30,2.418,3.3,653400000000000000000,80590000000000,3.6
plastic,0.723,279,2.318,3.3,67360000000000000000,8308000000000,4.4
plastic,0.723,30,2.326,3.3,628600000000000000000,77520000000000,4.8
plastic,0.536,30,2.442,3.3,660000000000000000000,81390000000000,5.5
plastic,0.951,279,2.323,3.3,67500000000000000000,8325000000000,5.5
plastic,0.947,80,2.358,3.3,239000000000000000000,29470000000000,5.0
plastic,0.28,30,2.298,3.3,621100000000000000000,76600000000000,4.8
plastic,0.494,30,2.369,3.3,640200000000000000000,78960000000000,4.5
plastic,1.045,279,2.376,3.3,69050000000000000000,8516000000000,4.5
plastic,0.282,30,1.561,3.3,421900000000000000000,52030000000000,4.5
plastic,0.78,30,2.414,3.3,652400000000000000000,80460000000000,6.2
plastic,0.55,80,1.554,3.3,157500000000000000000,19430000000000,4.0
plastic,0.774,30,2.395,3.3,647300000000000000000,79830000000000,3.8
plastic,0.586,30,2.37,3.3,640500000000000000000,79000000000000,6.2
plastic,0.695,30,2.364,3.3,638800000000000000000,78790000000000,6.8
plastic,0.547,30,2.453,3.3,663000000000000000000,81770000000000,5.0
plastic,0.583,463,2.415,3.3,42290000000000000000,5216000000000,4.8
plastic,0.67,279,2.383,3.3,69260000000000000000,8542000000000,4.8
plastic,0.267,279,1.535,3.3,44620000000000000000,5503000000000,4.0
plastic,0.452,30,2.324,3.3,628200000000000000000,77470000000000,4.8
plastic,1.08,80,2.33,3.3,236100000000000000000,29120000000000,6.2
plastic,0.994,30,2.325,3.3,628500000000000000000,77510000000000,6.0
plastic,0.268,30,1.542,3.3,416900000000000000000,51410000000000,4.0
plastic,0.282,30,2.348,3.3,634600000000000000000,78270000000000,4.0
plastic,0.475,30,2.423,3.3,654800000000000000000,80760000000000,4.0
plastic,0.659,187,1.54,3.3,66770000000000000000,8235000000000,5.5
plastic,0.608,187,1.541,3.3,66800000000000000000,8239000000000,4.5
plastic,0.535,80,2.403,3.3,243600000000000000000,30040000000000,4.8
plastic,0.58,30,2.312,3.3,624900000000000000000,77080000000000,8.0
plastic,0.565,187,2.431,3.3,105400000000000000000,13000000000000,3.8
plastic,0.269,30,1.513,3.3,408900000000000000000,50430000000000,4.8
plastic,0.107,30,2.298,3.3,621100000000000000000,76600000000000,4.5
plastic,0.581,30,2.439,3.3,659300000000000000000,81310000000000,7.0
plastic,0.673,279,1.561,3.3,45360000000000000000,5594000000000,4.8
plastic,0.633,30,2.332,3.3,630200000000000000000,77720000000000,5.5
plastic,0.541,30,2.441,3.3,659800000000000000000,81370000000000,6.2
plastic,0.272,30,2.248,3.3,607600000000000000000,74930000000000,3.8
plastic,0.665,279,2.418,3.3,70270000000000000000,8666000000000,6.2
plastic,0.258,30,2.298,3.3,621000000000000000000,76580000000000,5.5
plastic,0.258,30,2.341,3.3,632800000000000000000,78040000000000,4.8
plastic,0.614,463,2.343,3.3,41040000000000000000,5061000000000,6.2
plastic,0.618,30,2.446,3.3,661000000000000000000,81520000000000,5.5
plastic,0.744,30,2.417,3.3,653200000000000000000,80560000000000,4.0
plastic,0.534,30,2.416,3.3,652900000000000000000,80520000000000,0.0
plastic,0.591,30,2.34,3.3,632400000000000000000,77990000000000,5.5
plastic,0.792,279,2.388,3.3,69410000000000000000,8561000000000,5.5
plastic,0.783,30,2.449,3.3,662000000000000000000,81640000000000,6.0
plastic,0.509,463,2.365,3.3,41410000000000000000,5107000000000,3.8
plastic,0.641,187,2.431,3.3,105400000000000000000,13000000000000,8.0
plastic,0.846,80,2.364,3.3,239600000000000000000,29550000000000,5.0
plastic,0.261,30,2.349,3.3,634900000000000000000,78300000000000,4.8
plastic,0.3,30,2.302,3.3,622200000000000000000,76740000000000,5.5
plastic,0.745,30,2.391,3.3,646200000000000000000,79700000000000,6.2
plastic,0.542,30,2.435,3.3,658100000000000000000,81160000000000,6.8
plastic,0.283,279,1.571,3.3,45650000000000000000,5630000000000,4.0
polypropylene,0.8,500,153.9,4.711,1224000000000000000000,307800000000000,80.8
polystyrene,1.0,500,102.06,3.509,1464000000000000000000,204100000000000,49.0
polystyrene,0.5,500,135.756,4.709,1081000000000000000000,271500000000000,64.5
polystyrene,0.3,500,5.67,2.88,120800000000000000000,11340000000000,7.0
polystyrene,0.8,500,122.472,2.626,3137000000000000000000,244900000000000,79.2
polystyrene,0.3,500,112.59,3.354,1768000000000000000000,225200000000000,55.0
polystyrene,1.2,475,123.096,2.546,3530000000000000000000,259100000000000,66.0
plastic,0.602,30,2.376,3.3,642300000000000000000,79210000000000,4.4
gold,10.0,500,148.068,2.409,4507000000000000000000,296100000000000,30.6
plastic,0.463,279,1.548,3.3,44990000000000000000,5549000000000,4.5
