target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
plastic,0.646,30,2.374,3.3,641600000000000000000,79120000000000,8.0
plastic,0.516,30,2.364,3.3,639000000000000000000,78810000000000,3.8
plastic,0.627,30,2.394,3.3,647000000000000000000,79790000000000,3.7
plastic,0.818,30,2.429,3.3,656400000000000000000,80960000000000,6.8
plastic,0.714,279,1.547,3.3,44960000000000000000,5545000000000,4.5
plastic,0.67,279,1.54,3.3,44750000000000000000,5519000000000,4.5
plastic,0.345,30,2.365,3.3,639200000000000000000,78830000000000,4.0
plastic,0.248,279,1.562,3.3,45410000000000000000,5600000000000,4.3
plastic,0.595,80,2.42,3.3,245300000000000000000,30250000000000,6.8
plastic,0.552,30,2.371,3.3,640900000000000000000,79040000000000,8.0
plastic,0.745,279,2.353,3.3,68370000000000000000,8433000000000,3.8
plastic,0.67,279,2.312,3.3,67180000000000000000,8286000000000,3.8
plastic,0.94,279,2.336,3.3,67890000000000000000,8373000000000,4.8
polypropylene,0.5,500,125.55,5.419,755100000000000000000,251100000000000,54.5
polystyrene,0.3,500,53.46,3.643,711600000000000000000,106900000000000,46.0
polystyrene,0.8,500,126.927,3.051,2408000000000000000000,253900000000000,69.9
polystyrene,0.3,500,46.17,3.566,641100000000000000000,92340000000000,45.5
plastic,0.55,80,2.409,3.3,244200000000000000000,30110000000000,4.4
plastic,0.7,279,1.577,3.3,45840000000000000000,5653000000000,4.5
gold,4.0,3424,53.055,3.193,134200000000000000000,15500000000000,13.2
