target_material,target_thickness,pulse_width,energy,spot_size,intensity,power,cutoff_energy
plastic,0.71,279,2.332,3.3,67760000000000000000,8357000000000,4.4
plastic,1.041,279,2.318,3.3,67380000000000000000,8310000000000,4.0
plastic,0.635,279,2.462,3.3,71550000000000000000,8824000000000,6.8
plastic,0.279,30,2.308,3.3,623900000000000000000,76950000000000,4.8
plastic,0.271,30,2.316,3.3,626000000000000000000,77210000000000,4.4
plastic,0.443,30,2.356,3.3,636800000000000000000,78540000000000,3.8
plastic,1.004,279,2.329,3.3,67690000000000000000,8348000000000,4.0
plastic,0.581,463,2.403,3.3,42080000000000000000,5190000000000,4.2
plastic,0.717,30,2.381,3.3,643400000000000000000,79350000000000,6.8
plastic,0.657,30,2.316,3.3,625800000000000000000,77180000000000,5.5
plastic,0.537,30,2.427,3.3,656100000000000000000,80910000000000,3.3
plastic,0.299,30,2.382,3.3,643700000000000000000,79390000000000,4.8
plastic,0.627,30,2.394,3.3,647000000000000000000,79790000000000,3.7
plastic,0.94,279,2.336,3.3,67890000000000000000,8373000000000,4.8
plastic,0.891,279,2.336,3.3,67890000000000000000,8373000000000,6.2
plastic,0.516,30,2.326,3.3,628600000000000000000,77520000000000,3.8
plastic,0.766,30,2.442,3.3,660100000000000000000,81420000000000,6.3
plastic,0.862,142,2.365,3.3,135100000000000000000,16660000000000,4.0
plastic,0.704,30,2.402,3.3,649300000000000000000,80070000000000,4.4
plastic,0.553,30,2.423,3.3,654800000000000000000,80760000000000,7.8
plastic,0.706,30,2.343,3.3,633200000000000000000,78090000000000,7.8
plastic,0.583,30,2.344,3.3,633500000000000000000,78140000000000,4.5
plastic,0.581,463,2.398,3.3,41990000000000000000,5179000000000,3.8
plastic,0.893,279,2.344,3.3,68130000000000000000,8403000000000,6.2
plastic,0.749,279,2.365,3.3,68730000000000000000,8477000000000,4.5
plastic,0.646,30,2.323,3.3,628000000000000000000,77450000000000,6.2
plastic,0.555,30,2.41,3.3,651400000000000000000,80340000000000,4.4
plastic,0.292,30,2.285,3.3,617700000000000000000,76180000000000,3.8
plastic,0.794,30,2.399,3.3,648500000000000000000,79980000000000,6.8
plastic,0.263,30,2.33,3.3,629700000000000000000,77660000000000,3.8
plastic,0.614,463,2.343,3.3,41040000000000000000,5061000000000,6.2
plastic,0.723,30,2.326,3.3,628600000000000000000,77520000000000,4.8
plastic,0.66,30,2.381,3.3,643600000000000000000,79370000000000,6.1
plastic,0.599,30,2.374,3.3,641700000000000000000,79140000000000,5.5
plastic,0.617,30,2.344,3.3,633600000000000000000,78140000000000,5.5
plastic,0.561,30,2.387,3.3,645200000000000000000,79580000000000,4.8
plastic,0.547,80,2.423,3.3,245500000000000000000,30280000000000,5.5
plastic,0.783,30,2.449,3.3,662000000000000000000,81640000000000,6.0
plastic,0.583,463,2.415,3.3,42290000000000000000,5216000000000,4.8
plastic,0.283,30,2.309,3.3,624200000000000000000,76980000000000,4.0
plastic,0.593,30,2.304,3.3,622800000000000000000,76810000000000,6.8
plastic,0.296,30,2.338,3.3,632000000000000000000,77940000000000,5.5
plastic,0.606,30,2.389,3.3,645600000000000000000,79620000000000,6.2
plastic,0.281,30,2.328,3.3,629300000000000000000,77610000000000,4.4
plastic,0.685,187,2.414,3.3,104700000000000000000,12910000000000,6.8
plastic,0.395,30,2.352,3.3,635600000000000000000,78390000000000,4.8
plastic,0.275,30,2.326,3.3,628600000000000000000,77520000000000,5.5
plastic,0.728,279,2.366,3.3,68760000000000000000,8480000000000,5.5
plastic,0.569,30,2.424,3.3,655200000000000000000,80810000000000,6.9
plastic,0.452,30,2.324,3.3,628200000000000000000,77470000000000,4.8
plastic,0.881,279,2.332,3.3,67760000000000000000,8357000000000,6.2
plastic,0.525,30,2.374,3.3,641700000000000000000,79150000000000,4.8
plastic,0.544,30,2.376,3.3,642200000000000000000,79200000000000,6.2
plastic,0.641,187,2.431,3.3,105400000000000000000,13000000000000,8.0
plastic,0.125,30,2.275,3.3,615000000000000000000,75850000000000,4.5
plastic,0.625,30,2.36,3.3,637900000000000000000,78670000000000,6.2
plastic,0.705,279,2.341,3.3,68020000000000000000,8390000000000,5.5
plastic,0.588,30,2.332,3.3,630300000000000000000,77730000000000,6.2
plastic,0.997,187,2.354,3.3,102100000000000000000,12590000000000,6.2
plastic,0.954,279,2.339,3.3,67970000000000000000,8382000000000,6.0
plastic,0.517,30,2.398,3.3,648100000000000000000,79930000000000,4.3
plastic,0.266,30,2.342,3.3,632900000000000000000,78050000000000,4.0
plastic,0.895,279,2.338,3.3,67940000000000000000,8379000000000,6.2
plastic,0.774,30,2.395,3.3,647300000000000000000,79830000000000,3.8
plastic,0.5,463,2.386,3.3,41780000000000000000,5153000000000,5.5
plastic,0.542,30,2.435,3.3,658100000000000000000,81160000000000,6.8
plastic,0.592,279,2.439,3.3,70870000000000000000,8740000000000,6.2
plastic,0.456,463,2.388,3.3,41810000000000000000,5157000000000,3.8
plastic,0.789,30,2.397,3.3,647800000000000000000,79890000000000,6.2
plastic,0.52,30,2.353,3.3,635900000000000000000,78430000000000,6.2
plastic,0.744,30,2.417,3.3,653200000000000000000,80560000000000,4.0
plastic,0.663,30,2.368,3.3,640100000000000000000,78940000000000,6.8
plastic,0.99,279,2.35,3.3,68290000000000000000,8422000000000,6.8
plastic,0.703,279,2.296,3.3,66730000000000000000,8230000000000,4.8
plastic,0.949,80,2.339,3.3,237100000000000000000,29240000000000,5.8
plastic,0.792,30,2.409,3.3,651100000000000000000,80300000000000,6.2
plastic,0.264,30,2.314,3.3,625300000000000000000,77120000000000,6.0
plastic,0.58,30,2.312,3.3,624900000000000000000,77080000000000,8.0
plastic,0.288,30,2.337,3.3,631700000000000000000,77910000000000,4.5
plastic,0.559,30,2.335,3.3,631000000000000000000,77820000000000,3.8
plastic,0.643,30,2.392,3.3,646600000000000000000,79750000000000,5.4
plastic,0.125,30,2.352,3.3,635800000000000000000,78410000000000,3.8
polystyrene,1.0,500,143.37,6.227,652900000000000000000,286700000000000,29.75
polystyrene,1.5,500,135.27,3.473,1980000000000000000000,270500000000000,75.0
polystyrene,0.3,500,174.96,3.103,3210000000000000000000,349900000000000,70.0
polystyrene,0.05,500,140.13,4.623,1158000000000000000000,280300000000000,35.0
polystyrene,0.05,500,145.8,4.462,1293000000000000000000,291600000000000,64.1
plastic,0.675,279,1.577,3.3,45830000000000000000,5652000000000,4.8
plastic,0.503,279,1.559,3.3,45310000000000000000,5588000000000,4.3
plastic,0.618,30,2.409,3.3,651000000000000000000,80290000000000,6.2
gold,1.0,500,155.277,2.215,5589000000000000000000,310600000000000,45.0
plastic,0.292,30,1.496,3.3,404400000000000000000,49880000000000,4.5
plastic,0.673,279,1.561,3.3,45360000000000000000,5594000000000,4.8
